"ID","Accelerator","System","Simple edit","Start Time","End Time","OP Duration","OP Duration (seconds)","Effective Duration","Effective Duration (seconds)","Current state","States","Faulty Elements","Description","Cardiogram Link and Display Label","AWG","Expert","R2E Status","Parent ID","Parent","Child Count"
746494,"LHC","Injector Complex » No Beam » LINAC4","","04-10-2022 09:45:57","04-10-2022 10:19:21","33min 24s",2004,"33min 24s",2004,"OP Ended","Non-Blocking OP|OP Ended","RPZEO.400.L4L.RCH.111","","","Reviewed","Reviewed","Not R2E related","","",0
746267,"LHC","Power Converters","","03-10-2022 21:38:59","03-10-2022 22:13:08","34min 09s",2049,"34min 09s",2049,"OP Ended","Blocking OP|OP Ended","","RB.78 tripped but CCC reseted without calling the EPC piquet (NOT RECCOMENDED as the OVERTEMPERATURE alarm might indicate a serious issue and damage components on the converter !!!)

Probably a TECSYSTEM issue as it happened before. 

See EPC logbook 79463","","Reviewed","Reviewed","Not R2E related","","",0
745972,"LHC","Injector Complex » No Beam » PS","","03-10-2022 11:11:10","03-10-2022 11:40:10","29min 00s",1740,"29min 00s",1740,"OP Ended","Blocking OP|OP Ended","","POPS down","","Reviewed","Reviewed","Not R2E related","","",0
745847,"LHC","Injector Complex » No Beam » PS","","03-10-2022 07:53:01","03-10-2022 10:20:01","02h 27min 00s",8820,"02h 27min 00s",8820,"OP Ended","Non-Blocking OP|OP Ended","","POPS down","","Reviewed","Reviewed","Not R2E related","","",0
745397,"LHC","Injector Complex » No Beam » PS","","03-10-2022 03:30:00","03-10-2022 10:37:45","07h 07min 45s",25665,"07h 07min 45s",25665,"OP Ended","Blocking OP|OP Ended","","Problem with POPS in PS","","Reviewed","Reviewed","Not R2E related","","",0
744889,"LHC","Injector Complex » No Beam » PSB","","02-10-2022 10:30:22","02-10-2022 10:53:47","23min 25s",1405,"23min 25s",1405,"OP Ended","Non-Blocking OP|OP Ended","","Problem with cfv-400-bgridln4a FEC. Short pulse limit to 100 turns in total.
FEC Reboot.","","Reviewed","Requires review","Not R2E related","","",0
743951,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 23:33:43","01-10-2022 00:25:41","51min 58s",3118,"51min 58s",3118,"OP Ended","Non-Blocking OP|OP Ended","","MKDV2 generator HV power supply regulation problem","","Reviewed","Reviewed","Not R2E related","","",0
743881,"LHC","Cryogenics » Equipment » Tunnel-Control","","30-09-2022 19:31:58","30-09-2022 20:10:43","38min 45s",2325,"38min 45s",2325,"OP Ended","Blocking OP|OP Ended","","Level control instability on DFBAD_LCM in S23","","Reviewed","Reviewed","Not R2E related","","",0
743063,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 15:17:38","30-09-2022 15:41:07","23min 29s",1409,"23min 29s",1409,"OP Ended","Blocking OP|OP Ended","","MKP Problem, randomly it doesn't pulse.","","Reviewed","Requires review","Not R2E related","","",0
743002,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 13:09:51","30-09-2022 13:59:56","50min 05s",3005,"50min 05s",3005,"OP Ended","Blocking OP|OP Ended","","POPS down","","Reviewed","Reviewed","Not R2E related","","",0
742901,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 10:45:42","30-09-2022 10:49:45","04min 03s",243,"04min 03s",243,"OP Ended","Non-Blocking OP|OP Ended","","Cavity 10 MHz","","Reviewed","Reviewed","Not R2E related","","",0
742991,"LHC","Radio Frequency » Hardware","","30-09-2022 10:40:13","30-09-2022 12:00:56","01h 20min 43s",4843,"01h 20min 43s",4843,"OP Ended","Blocking OP|OP Ended","","L8B2 (circulateur) tripped and dumped the beam, restarted by CCC without the call

https://logbook.cern.ch/elogbook-server/GET/showEventInLogbook/3628640","","Reviewed","Reviewed","Not R2E related","","",0
742794,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 10:37:39","30-09-2022 10:42:41","05min 02s",302,"05min 02s",302,"OP Ended","Non-Blocking OP|OP Ended","","Power RF expert","","Reviewed","Requires review","Not R2E related","","",0
742850,"LHC","Injector Complex » No Beam » PS","","30-09-2022 10:20:50","30-09-2022 10:35:23","14min 33s",873,"14min 33s",873,"OP Ended","Non-Blocking OP|OP Ended","","POPS cannot restart due to water cooling fault (third time this week)","","Reviewed","Reviewed","Not R2E related","","",0
742761,"LHC","Injector Complex » No Beam » SPS","","30-09-2022 09:41:10","30-09-2022 10:37:28","56min 18s",3378,"56min 18s",3378,"OP Ended","Non-Blocking OP|OP Ended","","POPS","","Reviewed","Reviewed","Not R2E related","","",0
742304,"LHC","Injector Complex » No Beam » PS","","29-09-2022 09:00:00","29-09-2022 10:00:00","01h 00min 00s",3600,"01h 00min 00s",3600,"OP Ended","Blocking OP|OP Ended","","No beam from PS, POPS down","","Reviewed","Reviewed","Not R2E related","","",0
742166,"LHC","Injector Complex » No Beam » LINAC4","","29-09-2022 05:33:49","29-09-2022 06:43:45","01h 09min 56s",4196,"01h 09min 56s",4196,"OP Ended","Blocking OP|OP Ended","","intervention needed in LINAC4","","Reviewed","Requires review","Not R2E related","","",0
742037,"LHC","Injector Complex » No Beam » LINAC4","","29-09-2022 04:11:45","29-09-2022 04:42:23","30min 38s",1838,"30min 38s",1838,"OP Ended","Blocking OP|OP Ended","","no beam from LINAC4","","Reviewed","Requires review","Not R2E related","","",0
745560,"LHC","Injector Complex » No Beam » LINAC4","","29-09-2022 04:09:59","29-09-2022 04:17:36","07min 37s",457,"07min 37s",457,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
741238,"LHC","Injector Complex » No Beam » LINAC4","","28-09-2022 05:16:56","28-09-2022 05:33:16","16min 20s",980,"16min 20s",980,"OP Ended","Non-Blocking OP|OP Ended","L4L.ABDR.RFQ","15 RFQ breakdowns, Level 1 => 2 => 3 recovery","","Reviewed","Reviewed","Not R2E related","","",0
740986,"LHC","Injector Complex » No Beam » PSB","","27-09-2022 16:47:46","27-09-2022 16:56:13","08min 27s",507,"08min 27s",507,"OP Ended","Blocking OP|OP Ended","","cavities down can't provide LHC beam to SPS","","Reviewed","Reviewed","Not R2E related","","",0
740665,"LHC","Experiments » ALICE","","26-09-2022 22:13:35","26-09-2022 22:20:46","07min 11s",431,"07min 11s",431,"OP Ended","Blocking OP|OP Ended","","unable to provide injection permit","","Reviewed","Requires review","Not R2E related","","",0
740609,"LHC","Injector Complex » No Beam » SPS","","26-09-2022 15:02:10","26-09-2022 16:18:44","01h 16min 34s",4594,"01h 16min 34s",4594,"OP Ended","Blocking OP|OP Ended","","RF issue in SPS","","Reviewed","Requires review","Not R2E related","","",0
740434,"LHC","Injector Complex » No Beam » SPS","","26-09-2022 12:51:10","26-09-2022 13:17:10","26min 00s",1560,"26min 00s",1560,"OP Ended","Non-Blocking OP|OP Ended","","C10-66 gap relay","","Reviewed","Reviewed","Not R2E related","","",0
740018,"LHC","Injector Complex » No Beam » PSB","","25-09-2022 19:55:03","25-09-2022 20:00:00","04min 57s",297,"04min 57s",297,"OP Ended","Non-Blocking OP|OP Ended","PSBTK.361.TK.SC.MODULE.3,PSBTK.361.TK.SC.MODULE.1,PSBTK.361.TK.SC.MODULE.2","","","Requires review","Requires review","Not R2E related","","",0
739617,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 16:42:04","23-09-2022 16:57:25","15min 21s",921,"15min 21s",921,"OP Ended","Non-Blocking OP|OP Ended","","BR2.H0HM interlock card exchange","","Requires review","Requires review","Not R2E related","","",0
739408,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 15:15:56","23-09-2022 17:00:15","01h 44min 19s",6259,"01h 44min 19s",6259,"OP Ended","Blocking OP|OP Ended","","","","Requires review","Requires review","Not R2E related","","",0
739356,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 15:08:34","23-09-2022 15:14:59","06min 25s",385,"06min 25s",385,"OP Ended","Non-Blocking OP|OP Ended","","BR2.H0HM interlock","","Requires review","Requires review","Not R2E related","","",0
739283,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 15:06:03","23-09-2022 15:07:23","01min 20s",80,"01min 20s",80,"OP Ended","Non-Blocking OP|OP Ended","","BR2.H0HM interlock","","Requires review","Requires review","Not R2E related","","",0
739211,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 14:59:34","23-09-2022 15:03:58","04min 24s",264,"04min 24s",264,"OP Ended","Non-Blocking OP|OP Ended","","BR2.H0HM interlock","","Requires review","Requires review","Not R2E related","","",0
739139,"LHC","Injector Complex » No Beam » PSB","","23-09-2022 14:38:57","23-09-2022 14:41:27","02min 30s",150,"02min 30s",150,"OP Ended","Non-Blocking OP|OP Ended","BR2.H0HM","BR2.H0HM interlock","","Requires review","Requires review","Not R2E related","","",0
738896,"LHC","Beam Instrumentation » Other","","23-09-2022 12:07:36","23-09-2022 14:26:31","02h 18min 55s",8335,"02h 18min 55s",8335,"OP Ended","Blocking OP|OP Ended","","BI tasks failing because impossible to communicate with http://bdidev1.cern.ch/
","","Requires review","Requires review","Not R2E related","","",0
738851,"LHC","Injector Complex » No Beam » PS","","23-09-2022 11:52:12","23-09-2022 11:54:41","02min 29s",149,"02min 29s",149,"OP Ended","Non-Blocking OP|OP Ended","","several 10Mhz cavities tripped","","Reviewed","Requires review","Not R2E related","","",0
738665,"LHC","Injector Complex » No Beam » PS","","23-09-2022 09:35:58","23-09-2022 09:38:02","02min 04s",124,"02min 04s",124,"OP Ended","Non-Blocking OP|OP Ended","","Barrier bucket cycle setting up at ejetion","","Reviewed","Requires review","Not R2E related","","",0
738518,"LHC","Injector Complex » No Beam » PS","","23-09-2022 02:42:00","23-09-2022 06:27:28","03h 45min 28s",13528,"03h 45min 28s",13528,"OP Ended","Blocking OP|OP Ended","","No nominal bunches from injectors
PS - SPS timing/synchronization problem
PS was in simulation mode.","","Requires review","Requires review","Not R2E related","","",0
738526,"LHC","Cryogenics » Users » Quench","","22-09-2022 16:11:44","23-09-2022 01:33:00","09h 21min 16s",33676,"09h 21min 16s",33676,"OP Ended","Blocking OP|OP Ended","MB.C14L8","Quench recovery, RB.A78 training quench","","Requires review","Reviewed","Not R2E related",738580,"Magnet circuits » Training Quench",0
738580,"LHC","Magnet circuits » Training Quench","","22-09-2022 16:11:43","22-09-2022 16:11:44","01s",1,"09h 21min 17s",33677,"OP Ended","Blocking OP|OP Ended","","S78 training quenche","","Requires review","Reviewed","Not R2E related","","",1
738033,"LHC","Injector Complex » No Beam » PSB","","22-09-2022 14:15:13","22-09-2022 14:19:47","04min 34s",274,"04min 34s",274,"OP Ended","Non-Blocking OP|OP Ended","BT.RBHZ10","Reboot of the FGC needed to clean-up the exception in the UCAP node.","","Requires review","Reviewed","Not R2E related","","",0
738154,"LHC","Injector Complex » No Beam » PSB","","22-09-2022 12:00:05","22-09-2022 14:37:14","02h 37min 09s",9429,"02h 37min 09s",9429,"OP Ended","Non-Blocking OP|OP Ended","BT.RBHZ10","A bug in the UCAP logic was such that because of an exception the code afterwards was not performing the correct computation. Upon restart of the FGC the software cleaned the exception and everything worked again. No beam for GPS destination only.","","Requires review","Requires review","Not R2E related","","",0
738330,"LHC","Injector Complex » No Beam » PSB","","22-09-2022 11:48:02","22-09-2022 12:00:47","12min 45s",765,"12min 45s",765,"OP Ended","Non-Blocking OP|OP Ended","BR2.ACWF5L1.1,BR2.ACWF5L1.2","Finemet RF cavities S5 R2 Cells down, because of an MD pushing the voltage to the limit.","","Requires review","Requires review","Not R2E related","","",0
738266,"LHC","Access System » Controls","","22-09-2022 10:16:43","22-09-2022 10:35:50","19min 07s",1147,"19min 07s",1147,"OP Ended","Blocking OP|OP Ended","","Wrong manipulation during LHC access maintenance. Precycle of EIS circuits only. ","","Requires review","Requires review","Not R2E related","","",0
737892,"LHC","Access System » Other","","22-09-2022 10:16:35","22-09-2022 11:16:19","59min 44s",3584,"59min 44s",3584,"OP Ended","Blocking OP|OP Ended","","wrong action during the PM15 maintenance","","Requires review","Requires review","Not R2E related","","",0
737589,"LHC","Injector Complex » No Beam » PSB","","21-09-2022 19:51:30","21-09-2022 19:55:55","04min 25s",265,"04min 25s",265,"OP Ended","Non-Blocking OP|OP Ended","","BE1.KFA14L1 tripped. Reset.","","Requires review","Reviewed","Not R2E related","","",0
737421,"LHC","Injector Complex » No Beam » PSB","","21-09-2022 14:33:32","21-09-2022 15:32:20","58min 48s",3528,"58min 48s",3528,"OP Ended","Non-Blocking OP|OP Ended","","POPS-B down. Interlock due to access in the filter zone of the old MPS which triggered the interlock. Not clear if it was a vibration or a real access from someone.","","Requires review","Reviewed","Not R2E related","","",0
737377,"LHC","QPS » Controller","","21-09-2022 11:25:26","21-09-2022 11:38:29","13min 03s",783,"13min 03s",783,"OP Ended","Blocking OP|OP Ended","","QPS reset implies that we need to do manually many SPI bus reset in all the RBs","","Requires review","Reviewed","Not R2E related","","",0
737173,"LHC","Injector Complex » No Beam » LINAC4","","21-09-2022 05:00:00","21-09-2022 09:30:00","04h 30min 00s",16200,"04h 30min 00s",16200,"OP Ended","Non-Blocking OP|OP Ended","","Source Unstable:
https://logbook.cern.ch/elogbook-server/GET/showEventInLogbook/3620500","","Reviewed","Requires review","Not R2E related","","",0
777669,"LHC","Magnet circuits » Other","","20-09-2022 20:27:00","21-09-2022 00:57:00","04h 30min 00s",16200,"04h 30min 00s",16200,"OP Ended","Blocking OP|OP Ended","","Issue on top flange heater on DFBAH_HCM in S34","","Requires review","Requires review","Not R2E related","","",0
736932,"LHC","Injector Complex » No Beam » PS","","20-09-2022 16:44:35","20-09-2022 17:31:04","46min 29s",2789,"46min 29s",2789,"OP Ended","Non-Blocking OP|OP Ended","PR.C40T-77","Power amplifier in short circuit","","Reviewed","Requires review","Not R2E related","","",0
736758,"LHC","Injector Complex » No Beam » LINAC4","","20-09-2022 11:44:33","20-09-2022 11:53:30","08min 57s",537,"08min 57s",537,"OP Ended","Non-Blocking OP|OP Ended","cfv-400-bgridln4b","Ring 1 and 2 blocked by short-pulse in SIS

Semgrids FEC cfv-400-bgridln4b down -> SIS not receiving ""Short pulse"" updates -> SIS shortening beam pulses to 100us affecting mostly Rings 1 and 2 -> Beam degraded","","Requires review","Requires review","Not R2E related","","",0
735854,"LHC","Injector Complex » No Beam » SPS","","19-09-2022 20:04:30","19-09-2022 20:30:33","26min 03s",1563,"26min 03s",1563,"OP Ended","Non-Blocking OP|OP Ended","","Try to take the beam back after more than 6 hours without bean","","Requires review","Reviewed","Not R2E related","","",0
735961,"LHC","Power Converters","","19-09-2022 17:50:00","20-09-2022 00:16:20","06h 26min 20s",23180,"06h 26min 20s",23180,"OP Ended","Blocking OP|OP Ended","","RCBV30.L7B2 and RCSSX3.R8 in fault. Access needed.
logbook ids. 79402, 79399","","Requires review","Reviewed","Not R2E related","","",0
735543,"LHC","Injector Complex » No Beam » LINAC4","","19-09-2022 09:47:17","19-09-2022 09:50:11","02min 54s",174,"02min 54s",174,"OP Ended","Non-Blocking OP|OP Ended","","RFQ: 3 BDs => L1 recovery","","Requires review","Reviewed","Not R2E related","","",0
735430,"LHC","Injector Complex » No Beam » PS","","19-09-2022 09:02:44","19-09-2022 10:30:00","01h 27min 16s",5236,"01h 27min 16s",5236,"OP Ended","Non-Blocking OP|OP Ended","","POPS control card fault","","Reviewed","Reviewed","Not R2E related","","",0
736636,"LHC","Injector Complex » No Beam » LINAC3","","19-09-2022 08:30:00","19-09-2022 10:33:00","02h 03min 00s",7380,"02h 03min 00s",7380,"OP Ended","Non-Blocking OP|OP Ended","","tank2/3 in fault, issue with the OCEM power converter. Turned out to be EMI.","","Requires review","Requires review","Not R2E related","","",0
735196,"LHC","Injector Complex » No Beam » PS","","19-09-2022 08:01:59","19-09-2022 10:29:26","02h 27min 27s",8847,"02h 27min 27s",8847,"OP Ended","Non-Blocking OP|OP Ended","","C10-51","","Reviewed","Requires review","Not R2E related","","",0
735320,"LHC","Injector Complex » No Beam » LINAC4","","18-09-2022 22:49:51","19-09-2022 07:59:01","09h 09min 10s",32950,"09h 09min 10s",32950,"OP Ended","Non-Blocking OP|OP Ended","","CCDTL3-4 Klystron Focus 2 PS","","Reviewed","Reviewed","Not R2E related","","",0
735069,"LHC","Injector Complex » No Beam » LINAC4","","18-09-2022 21:30:02","18-09-2022 22:35:19","01h 05min 17s",3917,"01h 05min 17s",3917,"OP Ended","Non-Blocking OP|OP Ended","","power supply of focus2 on CCDTL3 faulty","","Reviewed","Reviewed","Not R2E related","","",0
734456,"LHC","Injector Complex » No Beam » LINAC4","","18-09-2022 12:36:00","18-09-2022 12:48:00","12min 00s",720,"12min 00s",720,"OP Ended","Non-Blocking OP|OP Ended","L4P.PIMS1112","L4P.PIMS1112","","Reviewed","Reviewed","Not R2E related","","",0
734354,"LHC","Injector Complex » No Beam » LINAC4","","18-09-2022 12:24:00","18-09-2022 12:32:00","08min 00s",480,"08min 00s",480,"OP Ended","Non-Blocking OP|OP Ended","L4P.PIMS1112","L4P.PIMS11-12","","Reviewed","Reviewed","Not R2E related","","",0
734161,"LHC","Injector Complex » No Beam » SPS","","18-09-2022 02:54:49","18-09-2022 02:56:50","02min 01s",121,"02min 01s",121,"OP Ended","Non-Blocking OP|OP Ended","","Damper V2","","Reviewed","Requires review","Not R2E related","","",0
733977,"LHC","Injector Complex » No Beam » PS","","17-09-2022 17:35:52","18-09-2022 10:29:02","16h 53min 10s",60790,"16h 53min 10s",60790,"OP Ended","Non-Blocking OP|OP Ended","PR.AC10-86,PR.AC10-51","C86 down as well...TOF too lossy with all the missing cavities","","Reviewed","Requires review","Not R2E related","","",0
733885,"LHC","Injector Complex » No Beam » PS","","17-09-2022 14:03:00","18-09-2022 10:28:37","20h 25min 37s",73537,"20h 25min 37s",73537,"OP Ended","Non-Blocking OP|OP Ended","PR.AC10-11,PR.AC10-51","C51 needs an access (scheduled for monday) and C11 doesn't follow the voltage program anymore","","Reviewed","Requires review","Not R2E related","","",0
733666,"LHC","Injector Complex » No Beam » LINAC4","","17-09-2022 01:26:03","17-09-2022 01:30:32","04min 29s",269,"04min 29s",269,"OP Ended","Non-Blocking OP|OP Ended","L4L.RCH.111","","","Reviewed","Requires review","Not R2E related","","",0
733252,"LHC","Injector Complex » No Beam » LINAC4","","16-09-2022 12:40:00","16-09-2022 16:11:12","03h 31min 12s",12672,"03h 31min 12s",12672,"OP Ended","Non-Blocking OP|OP Ended","","Source ramp up, low current. Degraded operation.","","Reviewed","Requires review","Not R2E related","","",0
732473,"LHC","Injector Complex » No Beam » PS","","16-09-2022 10:38:49","17-09-2022 10:28:14","23h 49min 25s",85765,"23h 49min 25s",85765,"OP Ended","Non-Blocking OP|OP Ended","","Cavities intervention.","","Reviewed","Requires review","Not R2E related","","",0
732535,"LHC","Injector Complex » No Beam » SPS","","16-09-2022 09:45:10","17-09-2022 10:27:54","1d 00h 42min 44s",88964,"1d 00h 42min 44s",88964,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
734650,"LHC","Injector Complex » No Beam » PS","","16-09-2022 08:45:00","16-09-2022 11:30:00","02h 45min 00s",9900,"02h 45min 00s",9900,"OP Ended","Non-Blocking OP|OP Ended","","Continuation of RF intervention C10-66 and C10-86","","Reviewed","Requires review","Not R2E related","","",0
732323,"LHC","Injector Complex » No Beam » SPS","","15-09-2022 16:46:58","16-09-2022 10:27:32","17h 40min 34s",63634,"17h 40min 34s",63634,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
732615,"LHC","Injector Complex » No Beam » LINAC4","","15-09-2022 16:15:00","16-09-2022 09:45:00","17h 30min 00s",63000,"17h 30min 00s",63000,"OP Ended","Non-Blocking OP|OP Ended","","Valve replacement -> Source on atmospheric -> 24h reconditioning ","","Reviewed","Requires review","Not R2E related","","",0
732383,"LHC","Injector Complex » No Beam » PS","","15-09-2022 14:05:52","15-09-2022 16:03:09","01h 57min 17s",7037,"01h 57min 17s",7037,"OP Ended","Non-Blocking OP|OP Ended","","Issue with a TT2 vacuum sector valve.","","Reviewed","Requires review","Not R2E related","","",0
732208,"LHC","Injector Complex » No Beam » SPS","","15-09-2022 13:03:51","16-09-2022 10:27:04","21h 23min 13s",76993,"21h 23min 13s",76993,"OP Ended","Non-Blocking OP|OP Ended","","TT2 valve blocked in","","Reviewed","Requires review","Not R2E related","","",0
732082,"LHC","Injector Complex » No Beam » SPS","","15-09-2022 08:00:39","16-09-2022 10:26:48","1d 02h 26min 09s",95169,"1d 02h 26min 09s",95169,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
731940,"LHC","Injector Complex » No Beam » PS","","15-09-2022 06:16:47","16-09-2022 10:26:19","1d 04h 09min 32s",101372,"1d 04h 09min 32s",101372,"OP Ended","Non-Blocking OP|OP Ended","","C10-11 and 66 on fault. High intensity beams lost at transition. Beam inhibit for TOF and AD.","","Reviewed","Requires review","Not R2E related","","",0
731399,"LHC","Injector Complex » No Beam » SPS","","14-09-2022 19:52:43","15-09-2022 10:26:00","14h 33min 17s",52397,"14h 33min 17s",52397,"OP Ended","Non-Blocking OP|OP Ended","","Ext bumpers","","Reviewed","Reviewed","Not R2E related","","",0
731327,"LHC","Injector Complex » No Beam » PS","","14-09-2022 18:00:00","14-09-2022 18:34:00","34min 00s",2040,"34min 00s",2040,"OP Ended","Non-Blocking OP|OP Ended","","Access for amplifier replacement of C10-66","","Reviewed","Requires review","Not R2E related","","",0
730082,"LHC","Injector Complex » No Beam » SPS","","10-09-2022 19:12:22","11-09-2022 10:24:41","15h 12min 19s",54739,"15h 12min 19s",54739,"OP Ended","Non-Blocking OP|OP Ended","","BHZ Problem","","Reviewed","Requires review","Not R2E related","","",0
730484,"LHC","Injector Complex » No Beam » PS","","10-09-2022 19:09:45","10-09-2022 19:51:29","41min 44s",2504,"41min 44s",2504,"OP Ended","Non-Blocking OP|OP Ended","F16.BHZ117,F16.BHZ167","water valve needed to be adjusted by the piquet (could be a more general CV issue in building 269)","","Reviewed","Reviewed","Not R2E related","","",0
729951,"LHC","Injector Complex » No Beam » PS","","10-09-2022 14:18:42","10-09-2022 14:21:37","02min 55s",175,"02min 55s",175,"OP Ended","Non-Blocking OP|OP Ended","","Radiation alarm due to wrong SPS frequency sent to PS.","","Reviewed","Requires review","Not R2E related","","",0
729856,"LHC","Injector Complex » No Beam » LINAC4","","10-09-2022 13:30:39","10-09-2022 13:35:13","04min 34s",274,"04min 34s",274,"OP Ended","Non-Blocking OP|OP Ended","L4L.RCH.111","L4L.RCH.111 did not pulse 2 times","","Reviewed","Requires review","Not R2E related","","",0
729624,"LHC","Injector Complex » No Beam » LINAC4","","10-09-2022 12:01:18","11-09-2022 10:24:12","22h 22min 54s",80574,"22h 22min 54s",80574,"OP Ended","Non-Blocking OP|OP Ended","L4C.AC.03","CCDTL3-4 modulator interlock. Typical signature: sudden current drop, HV rises => Interlock. 
Interesting, the Modulator HV pulse seems to start too late, even inside the RF pulse.","","Reviewed","Reviewed","Not R2E related","","",0
729354,"LHC","Injector Complex » No Beam » LINAC4","","10-09-2022 10:57:04","11-09-2022 10:23:13","23h 26min 09s",84369,"23h 26min 09s",84369,"OP Ended","Non-Blocking OP|OP Ended","L4C.AC.03","CCDTL3-4 modulator interlock. Typical signature: sudden current drop, HV rises => Interlock. Trip happened at end of pulse at 10:57:34 outside the RF pulse.","","Reviewed","Reviewed","Not R2E related","","",0
729134,"LHC","Injector Complex » No Beam » LINAC4","","09-09-2022 23:05:30","09-09-2022 23:09:03","03min 33s",213,"03min 33s",213,"OP Ended","Non-Blocking OP|OP Ended","","Trip of einzellens","","Reviewed","Requires review","Not R2E related","","",0
728688,"LHC","Injector Complex » No Beam » LINAC4","","09-09-2022 20:37:52","09-09-2022 20:40:43","02min 51s",171,"02min 51s",171,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
728537,"LHC","Injector Complex » No Beam » LINAC4","","09-09-2022 17:44:01","09-09-2022 17:46:01","02min 00s",120,"02min 00s",120,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
728391,"LHC","Injector Complex » No Beam » LINAC4","","09-09-2022 17:30:57","09-09-2022 17:34:55","03min 58s",238,"03min 58s",238,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
727899,"LHC","Injector Complex » No Beam » LINAC4","","09-09-2022 10:06:46","09-09-2022 10:08:47","02min 01s",121,"02min 01s",121,"OP Ended","Non-Blocking OP|OP Ended","L4D.AC.01","DTL1 modulator interlock. Typical signature: sudden current drop, HV rises => Interlock.","","Reviewed","Reviewed","Not R2E related","","",0
727558,"LHC","Injector Complex » No Beam » PSB","","08-09-2022 03:59:36","08-09-2022 04:02:15","02min 39s",159,"02min 39s",159,"OP Ended","Non-Blocking OP|OP Ended","","PSBEJ.361_EK_SC_MODULE_3 down","","Reviewed","Requires review","Not R2E related","","",0
730415,"LHC","Injector Complex » No Beam » PS","","08-09-2022 02:58:37","08-09-2022 03:58:29","59min 52s",3592,"59min 52s",3592,"OP Ended","Non-Blocking OP|OP Ended","RS3301","unable to restart BHZ377","","Reviewed","Reviewed","Not R2E related","","",0
730671,"LHC","Injector Complex » No Beam » SPS","","08-09-2022 02:55:22","08-09-2022 02:55:23","01s",1,"01s",1,"OP Ended","Non-Blocking OP|OP Ended","","lightning strike affecting SPS","","Reviewed","Requires review","Not R2E related","","",0
727144,"LHC","Injector Complex » No Beam » LINAC4","","07-09-2022 16:21:33","08-09-2022 10:22:11","18h 00min 38s",64838,"18h 00min 38s",64838,"OP Ended","Non-Blocking OP|OP Ended","","","","Reviewed","Requires review","Not R2E related","","",0
727331,"LHC","Injector Complex » No Beam » LINAC4","","07-09-2022 16:21:05","07-09-2022 16:23:19","02min 14s",134,"02min 14s",134,"OP Ended","Non-Blocking OP|OP Ended","L4L.NFH.014","","","Reviewed","Requires review","Not R2E related","","",0
727019,"LHC","Injector Complex » No Beam » PS","","07-09-2022 08:00:00","08-09-2022 10:21:47","1d 02h 21min 47s",94907,"1d 02h 21min 47s",94907,"OP Ended","Non-Blocking OP|OP Ended","PE.KFA13","We need to switch to the spare generator: there is a spark in the thyratron in the operational generator. No beam for SPS fixed target","","Reviewed","Reviewed","Not R2E related","","",0
726793,"LHC","Injector Complex » No Beam » SPS","","06-09-2022 23:14:14","06-09-2022 23:18:25","04min 11s",251,"04min 11s",251,"OP Ended","Non-Blocking OP|OP Ended","","Spark","","Reviewed","Reviewed","Not R2E related","","",0
726733,"LHC","Injector Complex » No Beam » PS","","06-09-2022 22:46:39","07-09-2022 10:21:15","11h 34min 36s",41676,"11h 34min 36s",41676,"OP Ended","Non-Blocking OP|OP Ended","PE.KFA13-21.RK","","","Reviewed","Reviewed","Not R2E related","","",0
777658,"LHC","Magnet circuits » Training Quench","","06-09-2022 18:01:00","06-09-2022 18:01:01","01s",1,"09h 30min 00s",34200,"OP Ended","Blocking OP|OP Ended","","Quench in 29L8.","","Requires review","Requires review","Not R2E related","","",1
777650,"LHC","Cryogenics » Users » Quench","","06-09-2022 18:01:00","07-09-2022 03:31:00","09h 30min 00s",34200,"09h 30min 00s",34200,"OP Ended","Blocking OP|OP Ended","","Quench in 29L8.","","Requires review","Reviewed","Not R2E related",777658,"Magnet circuits » Training Quench",0
730342,"LHC","Injector Complex » No Beam » PS","","06-09-2022 16:41:38","06-09-2022 17:25:43","44min 05s",2645,"44min 05s",2645,"OP Ended","Non-Blocking OP|OP Ended","F16.QDN163"," F16.QDN163 water flow issue fixed by EPC piquet","","Reviewed","Reviewed","Not R2E related","","",0
